Delivery Challan ID,Challan Date,Delivery Challan Number,Challan Type,Status,Invoice Status,Branch ID,Branch Name,Customer ID,Customer Name,Place of Supply,GST Treatment,GST Identification Number (GSTIN),Is Inclusive Tax,Template Name,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Entity Discount Amount,Entity Discount Percent,Item Name,MRP,Product ID,SKU,Kit Combo Item Name,Account,Item Desc,QuantityOrdered,QuantityInvoiced,Usage unit,Item Price,Discount,Discount Amount,HSN/SAC,Is Tax Calculated on Label Price,Warehouse Name,Supply Type,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Tax Authority,Item Tax Exemption Reason,Item Type,Loaction,Item Total,SubTotal,Total,Item.CF.No of pcs in Master carton,CF.Dispatched Through,CF.Tracking No,CF.Send By
99381000012095582,2023-12-18,DC-00718,others,Draft,,99381000000098082,Cochin,99381000004249003,ACCURATE SOLUTIONS,TN,business_gst,33AIDPA7375F1ZK,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-101 (A12PRO),,99381000009552547,SGT101116,,Sales,"SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB, 11.6'' IPS SCREEN, 80mm THERMAL PRINTER",1.00,0.00,nos,20500.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,3690.00,ItemAmount,INTD,,goods,,20500.00,91300.00,107734.00,,Amal Assosiate,,Biju B
99381000012095582,2023-12-18,DC-00718,others,Draft,,99381000000098082,Cochin,99381000004249003,ACCURATE SOLUTIONS,TN,business_gst,33AIDPA7375F1ZK,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE - POS TERMINAL SGT-668A 14""",,99381000009552631,SGT665A14,,Sales,"RK3566/2GB/16GB DDR3, 14''  FRONT DISPLAY HD, CAPACITIVE TP, ANDROID 11, ALUMINIUM FOLDABLE BODY
",1.00,0.00,nos,18500.00,0.00,0.0,84702900,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,3330.00,ItemAmount,INTD,,goods,,18500.00,91300.00,107734.00,,Amal Assosiate,,Biju B
99381000012095582,2023-12-18,DC-00718,others,Draft,,99381000000098082,Cochin,99381000004249003,ACCURATE SOLUTIONS,TN,business_gst,33AIDPA7375F1ZK,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE -POS TERMINAL SGT-664 i3 15""",,99381000009552671,280FI3,,Sales,"PROCESSOR: INTEL i3 3RD GEN , 4GB +128 GB SSD, 15'' FRONT DISPLAY, ALUMINIUM ALLOY CASE,COLOUR: BLACK 
",1.00,0.00,nos,30500.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,5490.00,ItemAmount,INTD,,goods,,30500.00,91300.00,107734.00,,Amal Assosiate,,Biju B
99381000012095582,2023-12-18,DC-00718,others,Draft,,99381000000098082,Cochin,99381000004249003,ACCURATE SOLUTIONS,TN,business_gst,33AIDPA7375F1ZK,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - CASH DRAWER 5 CONTAINER POS,,99381000009552593,CASHDRAWERPOS,,Sales,"DIMENSION: 420(W)*410(D)*100(H), BILLS: 5 BILLS, COINS: 5 COINS ,INTERFACE: RJ11/USB/RS232
",1.00,0.00,nos,2900.00,0.00,0.0,83030000,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,522.00,ItemAmount,INTD,,goods,,2900.00,91300.00,107734.00,,Amal Assosiate,,Biju B
99381000012095582,2023-12-18,DC-00718,others,Draft,,99381000000098082,Cochin,99381000004249003,ACCURATE SOLUTIONS,TN,business_gst,33AIDPA7375F1ZK,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - BARCODE 2D SCANNER PT-138,,99381000009557063,PT138SCR88,,Sales,,1.00,0.00,nos,3600.00,0.00,0.0,84733099,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,648.00,ItemAmount,INTD,,goods,,3600.00,91300.00,107734.00,,Amal Assosiate,,Biju B
99381000012095582,2023-12-18,DC-00718,others,Draft,,99381000000098082,Cochin,99381000004249003,ACCURATE SOLUTIONS,TN,business_gst,33AIDPA7375F1ZK,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - THERMAL PRINTER WITH BLUETOOTH,,99381000009552762,XP350BBT,,Sales,"SCANGLE THERMAL PRINER
INTERFACE : USB+BLUETOOTH,PRINTER : 80mm",1.00,0.00,nos,4800.00,0.00,0.0,84433290,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,864.00,ItemAmount,INTD,,goods,,4800.00,91300.00,107734.00,,Amal Assosiate,,Biju B
99381000012095582,2023-12-18,DC-00718,others,Draft,,99381000000098082,Cochin,99381000004249003,ACCURATE SOLUTIONS,TN,business_gst,33AIDPA7375F1ZK,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-A1 Q3,,99381000009552566,Q3,,Sales,"PROCESSOR: MTK6580(1.3GHz), 5'' IPS DISPLAY, RAM:1GB  ROM:8GB, PPRINTER: 58MM(2'')
",1.00,0.00,nos,10500.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,1890.00,ItemAmount,INTD,,goods,,10500.00,91300.00,107734.00,,Amal Assosiate,,Biju B
99381000012180001,2023-12-20,DC-00719,others,Draft,,99381000000098082,Cochin,99381000007246189,Yogi Electronics Weighing Scale,HR,business_gst,06CNKPM7738Q1Z0,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,,,,,,Sales,Display of  indicator (PFG555SSQ),1.00,0.00,,500.00,0.00,0.0,84239020,FALSE,,Taxable,99381000000006196,IGST18,18.000000,90.00,ItemAmount,INTD,,service,,500.00,500.00,590.00,,Amal Assosiate,,Teslin
99381000012208942,2023-12-21,DC-00720,others,Delivered,Not Invoiced,99381000003083031,Head Office,99381000001392083,CENTRAL TRADERS,KL,business_gst,32AFKPA2174A1Z9,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Motherboard Bench & ATMPCP,,99381000006435242,BY006,,Sales,,1.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,32.40,Tax Group,,,goods,,180.00,180.00,212.00,,ST courier ,,Eldho
99381000012265007,2023-12-23,DC-00721,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000154169,LOGIWIZ LOGISTICS INDIA PVT LTD,KL,consumer,,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-A1 Q3,,99381000009552566,Q3,,Sales,"PROCESSOR: MTK6580(1.3GHz), 5'' IPS DISPLAY, RAM:1GB  ROM:8GB, PPRINTER: 58MM(2'')
SGTPOS230511017
SGTPOS230511026
",2.00,0.00,nos,10500.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3780.00,Tax Group,,,goods,,21000.00,21000.00,24780.00,,Customer Pick,,Eldho
99381000012285677,2023-12-26,DC-00722,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000154169,LOGIWIZ LOGISTICS INDIA PVT LTD,KL,consumer,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Table Top Scale 220x170 ABS 4 Volt,,99381000000349058,CH4VSF,,Sales,"Make  : YESWEIGH Model: YST-20
Max :20kg e:2gm Min: 40g Class III",60.00,0.00,nos,1100.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,11880.00,Tax Group,,,goods,,66000.00,106000.00,125080.00,6,Customer Pick,,Shalima KT
99381000012285677,2023-12-26,DC-00722,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000154169,LOGIWIZ LOGISTICS INDIA PVT LTD,KL,consumer,,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Table Top Scale  220x170 ABS 6 Volt,,99381000000562040,TTABS6V,,Sales,"Model : YST-20
Max : 20kg e:2gm Min: 40g Class III",40.00,0.00,nos,1000.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,7200.00,Tax Group,,,goods,,40000.00,106000.00,125080.00,6,Customer Pick,,Shalima KT
99381000012291021,2023-12-26,DC-00723,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000005562648,NITHIN INDUSTRIES,TN,business_gst,33AKCPV9417C1Z7,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Motherboard Bench & ATMPCP,,99381000006435242,BY006,,Sales,,1.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,32.40,ItemAmount,INTD,,goods,,180.00,425.00,502.00,,ST courier ,,Eldho
99381000012291021,2023-12-26,DC-00723,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000005562648,NITHIN INDUSTRIES,TN,business_gst,33AKCPV9417C1Z7,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Display Bench Front and Back (Red LED),,99381000006435178,BY002,,Sales,,1.00,0.00,nos,245.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,44.10,ItemAmount,INTD,,goods,,245.00,425.00,502.00,,ST courier ,,Eldho
99381000012343051,2023-12-28,DC-00724,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-A1 Q3,,99381000009552566,Q3,,Sales,"PROCESSOR: MTK6580(1.3GHz), 5'' IPS DISPLAY, RAM:1GB  ROM:8GB, PPRINTER: 58MM(2'')
S/N: SGTPOS230511006, SGTPOS230511058
SGTPOS230511004

",3.00,0.00,nos,10500.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,5670.00,Tax Group,,,goods,,31500.00,31500.00,37170.00,,ST courier ,,Eldho
99381000012343061,2023-12-28,DC-00725,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Q9LBL PRINTER MOTHERBOARD,,99381000008802067,Q9719,,Sales,,1.00,0.00,nos,400.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,72.00,Tax Group,,,goods,,400.00,400.00,472.00,,Customer Pick,,Eldho
99381000012391077,2023-12-30,DC-00726,others,Draft,,99381000000098082,Cochin,99381000002672003,Diamond Weighing Systems Private Limited,TS,business_gst,36AAICD2482N1Z7,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECONOMIC BENCH MS,,99381000006175159,BY5039,,Sales,"Size : 30*34 Max: 50kg e: 5g
Dual display, LED RED display,Foldable platform",1.00,0.00,nos,1950.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,351.00,ItemAmount,INTD,,goods,,1950.00,1950.00,2301.00,4,Customer Pick,,Biju B
99381000012420022,2024-01-03,DC-00727,others,Draft,,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-A1 Q3,,99381000009552566,Q3,,Sales,"PROCESSOR: MTK6580(1.3GHz), 5'' IPS DISPLAY, RAM:1GB  ROM:8GB, PPRINTER: 58MM(2'')
SGTPOS230511030, SGTPOS230511025
",2.00,0.00,nos,9500.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3420.00,Tax Group,,,goods,,19000.00,40400.00,47672.00,,ST courier ,,Eldho
99381000012420022,2024-01-03,DC-00727,others,Draft,,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Electronic cash register,,99381000000194004,ECR,,Sales,,2.00,0.00,nos,10700.00,0.00,0.0,84701000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,3852.00,Tax Group,,,goods,,21400.00,40400.00,47672.00,1,ST courier ,,Eldho
99381000012420041,2024-01-03,DC-00728,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000004224116,ARYA SCALES - CALICUT,KL,business_gst,32APXPS4495R1ZI,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Motherboard Bench & ATMPCP,,99381000006435242,BY006,,Sales,,1.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,32.40,Tax Group,,,goods,,180.00,180.00,212.00,,ST courier ,,Eldho
99381000012420051,2024-01-03,DC-00729,others,Delivered,Not Invoiced,99381000003083031,Head Office,99381000003928174,YP Enterprises ,CG,business_gst,22BNAPS8102B1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,PORTABLE SCALE 30X40 BACK DISPLAY,,99381000012407744,PSDGQ001,,Sales,,1.00,0.00,nos,370.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,66.60,ItemAmount,INTD,,goods,,370.00,370.00,437.00,,Delhivery,,Eldho
99381000012536524,2024-01-10,DC-00730,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000003573113,Marvel Scales- Aluva,KL,business_gst,32ATVPJ2032M1ZI,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Front and Back Display(Green) PFPC(Q),,99381000005707174,FABDGP,,Sales,,2.00,0.00,nos,345.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,124.20,Tax Group,,,goods,,690.00,690.00,814.00,,Customer Pick,,Eldho
99381000012651143,2024-01-16,DC-00731,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000014358,MARVEL ELECTRONICS,KL,business_gst,32BQUPA8911M1ZH,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Motherboard PF PC(Q),,99381000005650001,MPPQ,,Sales,,1.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,32.40,Tax Group,,,goods,,180.00,180.00,212.00,,ST courier ,,Eldho
99381000012651153,2024-01-16,DC-00732,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000309611,KRAUS INSTRUMENTS,KL,business_gst,32AASFK0676Q1ZM,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W MOTHER BOARD,,99381000000306276,ECS815,,Sales,,1.00,0.00,pcs,6900.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1242.00,Tax Group,,,goods,,6900.00,6900.00,8142.00,,ST courier ,,Eldho
99381000012651163,2024-01-16,DC-00733,others,Delivered,Not Invoiced,99381000003083031,Head Office,99381000002139019,Modern Instruments,KL,business_gst,32CNNPM0624E1ZC,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,,,,,,Sales,SHAREBEAM FOOT,4.00,0.00,,450.00,0.00,0.0,84239020,FALSE,,Taxable,99381000000006208,GST18,18.000000,324.00,Tax Group,,,service,,1800.00,1800.00,2124.00,,ST courier ,,Eldho
99381000012680157,2024-01-18,DC-00734,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000747828,Venkatachalam,TN,business_gst,33AACPH9039A1Z8,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-A7,,99381000009552612,SGTA714A12,,Sales,"SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB,  14'' IPS SCREEN,80mm THERMAL PRINTER AUTO CUTTER",1.00,0.00,nos,22750.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,4095.00,ItemAmount,INTD,,goods,,22750.00,22750.00,26845.00,,Delhivery,,Eldho
99381000012780005,2024-01-24,DC-00735,others,Delivered,Not Invoiced,99381000003083031,Head Office,99381000007327022,MATIN &  CO. ,UP,business_gst,09AJGPM9912J1ZQ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Motherboard ATMPCW,,99381000006435257,BY007,,Sales,,2.00,0.00,nos,150.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,54.00,ItemAmount,INTD,,goods,,300.00,300.00,354.00,,Delhivery,,Eldho
99381000012888271,2024-02-01,DC-00736,Job Work,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Indicator,,99381000005590121,IND202,,Sales,Display : Red ,1.00,0.00,nos,1200.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,216.00,Tax Group,,,goods,,1200.00,19100.00,22538.00,,,,
99381000012888271,2024-02-01,DC-00736,Job Work,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,CCM  - Value Counting Machine,,99381000000302452,AL66,,Sales,,1.00,0.00,nos,7300.00,0.00,0.0,84729090,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,1314.00,Tax Group,,,goods,,7300.00,19100.00,22538.00,,,,
99381000012888271,2024-02-01,DC-00736,Job Work,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,CURRENCY COUNTING MACHINE (AL800),,99381000008766322,AL80,,Sales,,1.00,0.00,nos,3600.00,0.00,0.0,84729090,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,648.00,Tax Group,,,goods,,3600.00,19100.00,22538.00,,,,
99381000012888271,2024-02-01,DC-00736,Job Work,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,PRICE COMPUTING SCALE -WATERPROOF(QZ),,99381000012887614,ATMFSS,,Sales,"Make: YESWEIGH Model: YSP 30
Max:30kg e:5g Min:100g Class:III",1.00,0.00,nos,2500.00,0.00,0.0,84238190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,450.00,Tax Group,,,goods,,2500.00,19100.00,22538.00,,,,
99381000012888271,2024-02-01,DC-00736,Job Work,Draft,,99381000000098082,Cochin,99381000000940238,INTERWEIGHING PVT. LTD.,KL,business_gst,32AAFCI1950F1ZZ,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Electronic weighing scale DJ600,,99381000000796329,DJ600,,Sales,Make:YESWEIGH  Model:YSJ-50   Max:620.81g Min:500mg e:10mg    Class:II,1.00,0.00,nos,4500.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,810.00,Tax Group,,,goods,,4500.00,19100.00,22538.00,,,,
99381000013056021,2024-02-10,DC-00737,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Spreadsheet,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-A1 Q3,,99381000009552566,Q3,,Sales,"PROCESSOR: MTK6580(1.3GHz), 5'' IPS DISPLAY, RAM:1GB  ROM:8GB, PPRINTER: 58MM(2'')
",2.00,0.00,nos,8250.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,2970.00,Tax Group,,,goods,,16500.00,16500.00,19470.00,,ST courier ,,Eldho
99381000013056067,2024-02-12,DC-00738,others,Draft,,99381000000098082,Cochin,99381000000084508,ACE ELECTRONICS,KL,business_gst,32AAZFA3650P1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Price Computing Scale with Pole-Green,,99381000005338212,ATMPCPBY828B,,Sales,Make :YESWEIGH  Capacity : 30kg/5g Display : Green,1.00,0.00,nos,2200.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,396.00,Tax Group,,,goods,,2200.00,2200.00,2596.00,4,ST courier ,,Eldho
99381000013056078,2024-02-12,DC-00739,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000011956179,ANSAB ELECTRONIC SCALE,DL,business_gst,07DVAPA2774K1ZL,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Price Computing scale -W,,99381000006409443,DY798,,Sales,"Make: YESWEIGH Model: YSP 30
Max:30kg e:5g Min:100g Class:III",1.00,0.00,nos,2300.00,0.00,0.0,84238290,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,414.00,ItemAmount,INTD,,goods,,2300.00,2300.00,2714.00,5,Delhivery,,Eldho
99381000013056089,2024-02-12,DC-00740,others,Draft,,99381000000098082,Cochin,99381000000112170,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,KL,business_gst,32AAECM1277C1ZY,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,SCANGLE - POS TERMINAL SGT-A7,,99381000009552612,SGTA714A12,,Sales,"SCANGLE ALL IN ONE ANDROID POS
RK3566QUAD CORE ANDROID 11, 2GB+16GB,  14'' IPS SCREEN,80mm THERMAL PRINTER AUTO CUTTER",1.00,0.00,nos,23750.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,4275.00,Tax Group,,,goods,,23750.00,23750.00,28025.00,,ST courier ,,Eldho
99381000013110001,2024-02-15,DC-00741,others,Delivered,Not Invoiced,99381000003083031,Head Office,99381000003962053,MODERN BUSINESS EQUIPMENT & SERVICES PVT LTD.,HP,business_gst,02AAECM9272F1ZK,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BODY SET ATM JUNIOR,,99381000001656758,BSAJ,,Sales,,4.00,0.00,nos,400.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,288.00,ItemAmount,INTD,,goods,,1600.00,1600.00,1888.00,,Delhivery,,Eldho
99381000013154201,2024-02-17,DC-00742,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000002757272,Auto cal scales & Systems,DL,business_gst,07AKZPB4747N1ZD,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Bill Printing scale Q8POS,,99381000000011617,ECS5W,,Sales,Make:YESWEIGH  Model:YS-30   Max:30kg  e:5g  Min:100g  Class:III,2.00,0.00,nos,21000.00,0.00,0.0,84231000,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,7560.00,ItemAmount,INTD,,goods,,42000.00,42000.00,49560.00,2,Delhivery,,Biju B
99381000013166069,2024-02-17,DC-00743,others,Delivered,Not Invoiced,99381000003083031,Head Office,99381000001091033,Electro Technologies,MH,business_gst,27BTXPB3804L1ZA,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ECS5W / 4W/Q10 KEYBOARD,,99381000000306324,ECS811,,Sales,,1.00,0.00,nos,1000.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006196,IGST18,18.000000,180.00,ItemAmount,INTD,,goods,,1000.00,1000.00,1180.00,,Delhivery,,Binsha
99381000013189135,2024-02-19,DC-00744,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,"SCANGLE-POS TERMINAL SGT- 664 i5 15.6""",,99381000009552528,SGT664HDD280,,Sales,"SCANGLE  DESKTOP WINDOWS POS
INTEL i5 3RD GEN WINDOWS 10, 4GB+128GB SSD, 15.6'' FRONT DISPLAY, ALLUMINIUM FOLDABLE BODY,COLOUR : BLACK
",1.00,0.00,nos,32000.00,0.00,0.0,84714190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,5760.00,Tax Group,,,goods,,32000.00,32000.00,37760.00,,Amal Assosiate,,Eldho
99381000013376084,2024-02-21,DC-00745,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Moisture Analyzer  XY100MW (110g/0.001g),,99381000009540189,YSJ100MW,,Sales,"Max : 110g, Min : 100mg e: 1mg d: 1mg
Class : I",1.00,0.00,nos,72000.00,0.00,0.0,84238190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,12960.00,Tax Group,,,goods,,72000.00,86000.00,101480.00,,ST courier ,,Eldho
99381000013376084,2024-02-21,DC-00745,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000114383,ACCURATE TRADE LINKS,KL,business_gst,32AHJPK1741Q1Z4,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Density Balance X600-2CM (610g/0.01g),,99381000009540208,YSJ612CM,,Sales,"Max : 610g, Min : 200mg e: 10mg d: 10mg Class : II",1.00,0.00,nos,14000.00,0.00,0.0,84238190,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,2520.00,Tax Group,,,goods,,14000.00,86000.00,101480.00,,ST courier ,,Eldho
99381000013395049,2024-02-22,DC-00746,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000005371005,M/S Sunati Enterprise,TR,business_gst,16ADWFS2154E1ZU,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,YESWEIGH BAG,,99381000007897950,BAG,,Sales,,1.00,0.00,nos,0.00,0.00,0.0,42022210,FALSE,Cochin,Taxable,99381000000006196,IGST18,18.000000,0.00,ItemAmount,INTD,,goods,,0.00,0.00,0.00,,Delhivery,,Eldho
99381000013406027,2024-02-22,DC-00747,others,Delivered,Not Invoiced,99381000003083031,Head Office,99381000002950001,SURYA ELECTRONICS WEIGHING SCALES,KL,business_gst,32FJIPB8439L1ZX,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,BY Bench Dual Display Front & Back (Green & Red LED),,99381000011994635,BY019,,Sales,,1.00,0.00,nos,275.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,49.50,Tax Group,,,goods,,275.00,275.00,325.00,,Customer Pick,,Eldho
99381000013436047,2024-02-23,DC-00748,others,Delivered,Not Invoiced,99381000003083031,Head Office,99381000005894249,JHT ELECTRONICS,KL,business_gst,32AAMFJ4623J1ZC,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,Motherboard PF PC(Q),,99381000005650001,MPPQ,,Sales,,1.00,0.00,nos,180.00,0.00,0.0,84239020,FALSE,Head Office,Taxable,99381000000006208,GST18,18.000000,32.40,Tax Group,,,goods,,180.00,180.00,212.00,,ST courier ,,Eldho
99381000013436057,2024-02-23,DC-00749,others,Delivered,Not Invoiced,99381000000098082,Cochin,99381000000161200,GK electronics,KL,business_gst,32CPSPM4266B1ZV,false,Standard Template,INR,1.00,entity_level,true,0.000,0.00,ATM/BENCH PC MOTHER BOARD,,99381000000313080,BPC114,,Sales,,1.00,0.00,nos,160.00,0.00,0.0,84239020,FALSE,Cochin,Taxable,99381000000006208,GST18,18.000000,28.80,Tax Group,,,goods,,160.00,160.00,189.00,,ST courier ,,Eldho
