Expense Date,Expense Description,Expense Account,Expense Account Code,Paid Through,Paid Through Account Code,Vendor,Branch Name,Project Name,HSN/SAC,GST Treatment,Destination of Supply,Source of Supply,GST Identification Number (GSTIN),Entry Number,Currency Code,Exchange Rate,Is Inclusive Tax,Mileage Rate,Mileage Unit,Distance,Start Odometer Reading,End Odometer Reading,Mileage Type,Vehicle Name,Claimant Email,Tax Name,Tax Percentage,Tax Type,CGST Rate %,SGST Rate %,IGST Rate %,CESS Rate %,CGST(FCY),SGST(FCY),IGST(FCY),CESS(FCY),CGST,SGST,IGST,CESS,Item Exemption Code,Tax Amount,ITC Eligibility,Expense Type,Reverse Charge Tax Name,Reverse Charge Tax Rate,Reverse Charge Tax Type,Expense Amount,Total,Supply Type,Reference#,Is Billable,Customer Name,Expense Reference ID,Recurrence Name,ExpenseReport Name,Is Reimbursable,Loaction
2022-05-23,MPS/MOOKKEN DEV/202205231636/547472/COCHIN,Fuel Expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3288,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1165.000000,1165.000,,S80469997,false,,99381000005383571,,,false,
2022-05-24,IMPS chrg Apr-22 GST,Bank Charges,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3289,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,49.560000,49.560,,S9093900,false,,99381000005397247,,,false,
2022-05-25,,Printing and Stationery Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,3290,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,877.000000,877.000,,,false,,99381000005401001,,,false,
2022-05-26,"BIL/ONL/000406039639/Reliance J
Shalima",Telephone Charges,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3291,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,666.000000,666.000,,S58884156,false,,99381000005416539,,,false,
2022-05-26,UPI/214654810478/test/paytmqr28100505//ICI7b4fcf0503fa436e8f4f7cce575e9029/,Miscellaneous Expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3292,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1.000000,1.000,,S60057151,false,,99381000005416557,,,false,
2022-05-26,,Electrical Fittings,,Petty Cash,,,Cochin,,,out_of_scope,,,,3293,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,590.000000,590.000,,,false,,99381000005416649,,,false,
2022-05-27,,Water Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,3294,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,120.000000,120.000,,,false,,99381000005416671,,,false,
2022-05-27,Freight charge for loadcells from Nova Scales,Freight Inwards,,ICICI -Mumbai-NEW,ICICI000010,,Head Office,,,out_of_scope,,,,3295,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2010.000000,2010.000,,,false,,99381000005420109,,,false,
2022-05-27,Sent RTGS KKBKR52022052700727975/CGTMSE/UNION,CGTMSE Charge,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3296,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,236000.000000,236000.000,,,false,,99381000005428405,,,false,
2022-05-28,Bulb replacement,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,3298,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,200.000000,200.000,,,false,,99381000005445045,,,false,
2022-05-28,Food and Juice to Cloud developer,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,3299,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,170.000000,170.000,,,false,,99381000005445063,,,false,
2022-06-01,MB:salary,Mahipal Samban- Salary,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3300,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,20000.000000,20000.000,,,false,,99381000005452851,,,false,
2022-06-01,MB:salary,Harish R- Salary,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3301,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,12500.000000,12500.000,,,false,,99381000005452869,,,false,
2022-06-01,MB:salary,Babu Thomas- Salary,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3302,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,12500.000000,12500.000,,,false,,99381000005452887,,,false,
2022-06-01,MB:salary,Vijayakumar S- Salary,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3303,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,12500.000000,12500.000,,,false,,99381000005452905,,,false,
2022-06-01,MB:salary,Shiju P K- Salary,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3304,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,15000.000000,15000.000,,,false,,99381000005452923,,,false,
2022-06-01,MB:salary,Jyotish K- Salary,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3305,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,10000.000000,10000.000,,,false,,99381000005452941,,,false,
2022-06-01,MB:SALARY,Asish George-Salary,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3306,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,12500.000000,12500.000,,,false,,99381000005452959,,,false,
2022-06-01,BIL/ONL/000410858192/Reliance J/Teslin,Telephone Charges,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3307,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,666.000000,666.000,,S49366170,false,,99381000005452977,,,false,
2022-06-01,BIL/ONL/000410863874/Reliance J/Eldho,Telephone Charges,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3308,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,666.000000,666.000,,S49510972,false,,99381000005452995,,,false,
2022-06-01,Seal for Warehouse,Printing and Stationery Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,3309,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,250.000000,250.000,,,false,,99381000005463203,,,false,
2022-06-02,,Water Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,3310,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,60.000000,60.000,,,false,,99381000005463225,,,false,
2022-06-01,Invertor Service,Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,3311,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,250.000000,250.000,,,false,,99381000005463247,,,false,
2022-05-31,Tea and Juice to Dealer (Athira),Refreshments,,Petty Cash,,,Cochin,,,out_of_scope,,,,3312,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,80.000000,80.000,,,false,,99381000005463285,,,false,
2022-06-02,PCD/7416/KSEB1/Trivandrum020622/14:05,Electricity Charge,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3313,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,15751.000000,15751.000,,,false,,99381000005476639,,,false,
2022-06-02,MB:OD STAMP PAPER,Office Expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3314,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2700.000000,2700.000,,,false,,99381000005476767,,,false,
2022-06-03,"PCD/3506/ADYAR ANANDA BHAVAN SW/COIMBA030622/16:53

Food Expense at Coimbatore",Refreshments,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3315,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1175.000000,1175.000,,,false,,99381000005478019,,,false,
2022-06-02,"INF/NEFT/027871510491/SBIN0003533/AGMexpensereimb/Asish
Food -AGM- Lulu",Refreshments,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3316,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1814.000000,1814.000,,S2331294,false,,99381000005478083,,,false,
2022-06-04,Salary for the month  of May 2026,Cleaning Help,,Petty Cash,,,Cochin,,,out_of_scope,,,,3317,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,4500.000000,4500.000,,,false,,99381000005482001,,,false,
2022-06-02,For Stamping,Fuel Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,3318,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,500.000000,500.000,,,false,,99381000005482019,,,false,
2022-06-02,Spare from Kraus Instruments (60+60),Postage and courier,,Petty Cash,,,Cochin,,,out_of_scope,,,,3319,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,120.000000,120.000,,,false,,99381000005482037,,,false,
2022-06-04,Alteration of nuts (Missing from China),Raw materials,,Petty Cash,,,Cochin,,,out_of_scope,,,,3320,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,500.000000,500.000,,,false,,99381000005482055,,,false,
2022-06-05,NACH-10-DR-HDFC BANK LIMITED-xxxxxxxxx8427,HDFC Car Loan-Tiago,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3321,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,9488.000000,9488.000,,,false,,99381000005470295,,,false,
2022-06-06,INF/NEFT/027930536461/HDFC0009141/Laptopfreight  /ANKIT,Postage and courier,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3322,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,950.000000,950.000,,S32295303,false,,99381000005485485,,,false,
2022-05-14,MIN/APPLE COM/U/202205141623/792767/,ios App Enrollment,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3323,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,7995.470000,7995.470,,S10261259,false,,99381000005485551,,,false,
2022-05-14,MIN/APPLE COM/U/202205141800/769039/,ios App Enrollment,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3324,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,7995.470000,7995.470,,S13221738,false,,99381000005485569,,,false,
2022-06-07,GIB/000081184435/DTAX      /639034007062210723,TDS Payable,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3325,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,12028.000000,12028.000,,S59115062,false,,99381000005493491,,,false,
2022-06-07,GIB/000081184975/DTAX      /639034007062211092,TDS Payable,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3326,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,4281.000000,4281.000,,S59209871,false,,99381000005493509,,,false,
2022-06-07,GIB/000081185518/DTAX      /639034007062211395,TDS Payable,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3327,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2675.000000,2675.000,,S59284354,false,,99381000005493527,,,false,
2022-06-07,INF/NEFT/027948166011/SBIN0070218/selfscrewpurcha/ELDHO,Raw materials,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3328,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,680.000000,680.000,,S61141281,false,,99381000005493545,,,false,
2022-06-07,1230+Rs.50 ( Loading charge),Freight Inwards,,Petty Cash (Spare division),,,Head Office,,,out_of_scope,,,,3329,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1280.000000,1280.000,,,false,,99381000005495401,,,false,
2022-06-08,MPS/SREE NARAYA/202206081151/249707/ERNAKULAM,Fuel Expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3330,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1165.000000,1165.000,,S95291090,false,,99381000005510503,,,false,
2022-06-08,INF/NEFT/027972148571/FDRL0002114/QCsticker      /VISHNUMOHAN,Printing and Stationery Expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3331,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,380.000000,380.000,,S2595973,false,,99381000005510531,,,false,
2022-05-02,,Maintenance and Repairs,,Building deposit refundable,,,Cochin,,,out_of_scope,,,,3332,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1500.000000,1500.000,,,false,,99381000005512363,,,false,
2022-06-08,Repaired spares from Kraus Instruments,Postage and courier,,Petty Cash (Spare division),,,Head Office,,,out_of_scope,,,,3333,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,50.000000,50.000,,,false,,99381000005512612,,,false,
2022-06-10,MPS/MARGIN FREE/202206101640/005952/COCHIN,Office Expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3334,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,718.500000,718.500,,S74184289,false,,99381000005516625,,,false,
2022-06-11,,Water Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,3335,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,120.000000,120.000,,,false,,99381000005520037,,,false,
2022-06-14,INF/NEFT/028037862141/UTIB0000110/mobilerecharge /AKSHAYMARSALE,Telephone Charges,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3336,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,666.000000,666.000,,S90529525,false,,99381000005551543,,,false,
2022-06-14,"MPS/V K AMMU   /202206141812/068090/ERNAKULAM

Fuel expense",Marketing expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3337,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,3781.930000,3781.930,,S4919329,false,,99381000005551613,,,false,
2022-06-15,"IPS/HOTEL AKSHA/202206150952/000000008908/THRISSUR

Athira-Managalapuram trip",Marketing expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3338,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,307.000000,307.000,,S21805001,false,,99381000005559621,,,false,
2022-06-15,INF/NEFT/028057166551/FDRL0001058/carengineoilcha/Shalima,Vehicle maintenance,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3339,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1685.000000,1685.000,,S28095563,false,,99381000005559679,,,false,
2022-06-15,"INF/NEFT/028058870771/HDFC0000310/phonerepairingr/ATHIRAHDFC

Phone display changing",Reimbursements to Employees,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3340,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1140.000000,1140.000,,S31377375,false,,99381000005559739,,,false,
2022-06-15,"ATM withdrawal charge
Managalapuram trip-Athira",Bank Charges,,Petty Cash,,,Cochin,,,out_of_scope,,,,3341,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,24.780000,24.780,,,false,,99381000005559775,,,false,
2022-06-15,"INF/NEFT/028061888901/SBIN0070218/FREIGHT VISHAL /ELDHO

Spare from Vishal enterprise",Freight Inwards,,ICICI -Mumbai-NEW,ICICI000010,,Head Office,,,out_of_scope,,,,3342,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1460.000000,1460.000,,S36084538,false,,99381000005559823,,,false,
2022-06-14,Car wash,Vehicle maintenance,,Petty Cash,,,Cochin,,,out_of_scope,,,,3343,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,450.000000,450.000,,,false,,99381000005559861,,,false,
2022-06-15,,FASTAG / TOLL,,Petty Cash,,,Cochin,,,out_of_scope,,,,3344,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,150.000000,150.000,,,false,,99381000005559879,,,false,
2022-06-14,'+50 loading charge,Freight Inwards,,Petty Cash (Spare division),,,Head Office,,,out_of_scope,,,,3345,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,3080.000000,3080.000,,,false,,99381000005559897,,,false,
2022-06-16,"MPS/FOURSQUARE /202206161212/437053/CALICUT
Athira - Mangalapuram trip",Marketing expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3346,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,105.000000,105.000,,S60670011,false,,99381000005570019,,,false,
2022-06-16,"MPS/THENANKALIL/202206161558/839754/VADAKARA
Fuel",Marketing expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3347,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,3001.850000,3001.850,,S68068481,false,,99381000005570037,,,false,
2022-06-16,MPS/SAVOURY SUP/202206161708/506831/KOZHIKODE,Marketing expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3348,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,510.000000,510.000,,S70163280,false,,99381000005570055,,,false,
2022-06-17,"MPS/ORIONIS    /202206171132/002770/KANNUR

Athira-Mangalapuram trip",Marketing expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3350,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,318.000000,318.000,,S90727093,false,,99381000005577597,,,false,
2022-06-17,"MPS/RESTRO PLAZ/202206172333/829257/MALAPPURA
Athira-Mangalapuram trip",Marketing expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3351,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,260.000000,260.000,,S14397975,false,,99381000005577631,,,false,
2022-06-18,"MPS/BPCL FIDHA /202206180018/450501/TIRUR

Athira Mangalapuram Trip",Marketing expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3352,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2000.000000,2000.000,,C87423494,false,,99381000005577649,,,false,
2022-06-01,Salary for the month of May 2022,Binsha -Salary,,Binsha Shajahan,,,Cochin,,,out_of_scope,,,,3353,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,15000.000000,15000.000,,,false,,99381000005573110,,,false,
2022-06-01,Salary for the month of May 2022,Biju - Salary,,Biju B,,,Cochin,,,out_of_scope,,,,3354,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,17097.000000,17097.000,,,false,,99381000005573128,,,false,
2022-06-01,Salary for the month of May 2022,Eldho- Salary,,Eldho Baby,,,Cochin,,,out_of_scope,,,,3355,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,17000.000000,17000.000,,,false,,99381000005573146,,,false,
2022-06-02,Salary for the month of May 2022,Akshay Marsale-Salary,,Akshay Marsale,,,Cochin,,,out_of_scope,,,,3356,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,17743.000000,17743.000,,,false,,99381000005573164,,,false,
2022-06-01,Salary for the month of May 2022,Ankit- Salary,,Ankit Kumar Sharma,,,Cochin,,,out_of_scope,,,,3357,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,25000.000000,25000.000,,,false,,99381000005573182,,,false,
2022-06-01,Salary for the month of May 2022,Shalima- Salary,,Shalima K T,,,Cochin,,,out_of_scope,,,,3358,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,24000.000000,24000.000,,,false,,99381000005573216,,,false,
2022-06-01,Salary for the month of May 2022,Teslin- Salary,,Teslin Baby,,,Cochin,,,out_of_scope,,,,3359,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,24000.000000,24000.000,,,false,,99381000005573234,,,false,
2022-06-16,Sales incentive for the month of May 2022,Teslin - Commision,,Teslin Baby,,,Head Office,,,out_of_scope,,,,3360,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2243.000000,2243.000,,,false,,99381000005573252,,,false,
2022-06-01,Salary for the month of May 2022,Vishnu Mohan- Salary,,Vishnu M,,,Cochin,,,out_of_scope,,,,3361,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,14000.000000,14000.000,,,false,,99381000005573270,,,false,
2022-06-01,Salary for the month of May 2022,Athira -  Salary,,Athira Shankar,,,Cochin,,,out_of_scope,,,,3362,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,25000.000000,25000.000,,,false,,99381000005573288,,,false,
2022-06-18,INF/NEFT/028115790151/HDFC0009141/travelexpense  /ANKIT,Marketing expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3363,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,800.000000,800.000,,S29779062,false,,99381000005582457,,,false,
2022-06-18,INF/INFT/028115819841/laptopservice  /Biju,Office Expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3364,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,500.000000,500.000,,S29836051,false,,99381000005582475,,,false,
2022-06-15,Loadcells from Nova,Freight Inwards,,Petty Cash (Spare division),,,Head Office,,,out_of_scope,,,,3365,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,530.000000,530.000,,,false,,99381000005583007,,,false,
2022-06-17,Laptop Servicing (Laptop returned from Ankit),Office Expenses,,Petty Cash,,,Cochin,,,out_of_scope,,,,3366,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2800.000000,2800.000,,,false,,99381000005583029,,,false,
2022-06-20,"IIN/IRCTC Mobil/202206201146/062006956161/

To Chennai- Eldho",Travelling expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3367,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,1430.400000,1430.400,,S77853123,false,,99381000005588001,,,false,
2022-06-20,"MB:Punjab trip

To Ankit",Marketing expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3368,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,4000.000000,4000.000,,,false,,99381000005594635,,,false,
2022-06-20,"MB:covai trip expence
To Mr.Mahipal (Coimbatore trip )",Travelling expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3369,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,3000.000000,3000.000,,,false,,99381000005594653,,,false,
2022-06-20,"MB:chennai trip

Mr.Eldho",Travelling expenses,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3370,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2000.000000,2000.000,,,false,,99381000005594671,,,false,
2022-06-21,"MMT/IMPS/217211568209/expensetoEldo/ELDHO     /SBIN0070218

AT Chennai",Lodging Expenses,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3371,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,2000.000000,2000.000,,S7770184,false,,99381000005594785,,,false,
2022-06-21,IMPS chrg May-22 GST,Bank Charges,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3372,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,4.120000,4.120,,S7795015,false,,99381000005594819,,,false,
2022-06-22,"SentIMPS217319692320/SBINX4059/MB: CHENN

For Chennai Container",Container Handling Charges,,Kotak Current Account,,,Cochin,,,out_of_scope,,,,3373,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,10000.000000,10000.000,,,false,,99381000005600175,,,false,
2022-06-22,Surcharge Dt:20/06/22 MCC 4112,Bank Charges,,ICICI Bank,,,Cochin,,,out_of_scope,,,,3376,INR,1.00,false,0.00,,,,,NonMileage,,,,,ItemAmount,,,,,,,,,,,,,,0.000000,eligible,service,,,,6.750000,6.750,,S40532075,false,,99381000005600229,,,false,
